"Reporting starts","Reporting ends","Ad name","Date created","Attribution setting","Amount spent (USD)","Cost per results","Result indicator",Purchases,"Purchase ROAS (return on ad spend)","CPM (cost per 1,000 impressions) (USD)","CPC (cost per link click) (USD)","Unique CTR (link click-through rate)",Reach,Impressions,Hook,Hold
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",10.89,10.89,actions:offsite_conversion.fb_pixel_purchase,1,3.668503,13.361963,2.7225,0.550964,726,815,0.17791411,0.06134969
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",15.46,15.46,actions:offsite_conversion.fb_pixel_purchase,1,5.164942,13.902878,2.576667,0.595238,1008,1112,0.1942446,0.04676259
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.37,,,,,13.434992,1.674,0.83612,598,623,0.23916533,0.08186196
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.84,,,,,13.6,2.946667,0.490998,611,650,0.22461538,0.05384615
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",10.13,,,,,14.247539,3.376667,0.443787,676,711,0.20815752,0.04360056
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.82,,,,,12.819549,6.82,0.196078,510,532,0.22556391,0.05075188
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",9.34,,,,,11.645885,4.67,0.263158,760,802,0.19201995,0.05112219
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",14.87,,,,,13.629698,4.956667,0.2997,1001,1091,0.2263978,0.05866178
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",4.51,,,,,15.134228,,0,292,298,0.2114094,0.05704698
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",7.68,,,,,13.763441,7.68,0.186916,535,558,0.19713262,0.04301075
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",11.19,,,,,13.195755,3.73,0.374065,802,848,0.2134434,0.05896226
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",13.24,,,,,12.06928,1.891429,0.704935,993,1097,0.23154057,0.05925251
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",10.59,3.53,actions:offsite_conversion.fb_pixel_purchase,3,15.345609,12.962056,1.765,0.784314,765,817,0.24847001,0.06976744
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.51,,,,,13.026005,2.755,0.501253,399,423,0.15839243,0.07092199
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",9.7,,,,,14.831804,1.94,0.806452,620,654,0.22018349,0.05657492
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.21,,,,,11.977011,,0,419,435,0.2045977,0.04367816
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.36,,,,,15.395948,4.18,0.402414,497,543,0.16758748,0.04788214
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.05,,,,,14.578313,6.05,0.251256,398,415,0.19518072,0.04578313
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.1,,,,,13.212435,1.7,0.808625,371,386,0.21502591,0.05958549
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.04,,,,,12.20202,3.02,0.451467,443,495,0.17777778,0.05252525
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",10.23,,,,,12.965779,5.115,0.269179,743,789,0.20912548,0.05703422
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.2,,,,,13.18328,,0,599,622,0.16398714,0.04340836
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",14.47,7.235,actions:offsite_conversion.fb_pixel_purchase,2,10.215619,12.221284,1.80875,0.638104,1097,1184,0.2027027,0.04983108
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.02,,,,,11.968191,2.006667,0.626305,479,503,0.20079523,0.04771372
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",4.32,,,,,14.257426,1.44,1.041667,288,303,0.17161716,0.04290429
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.67,,,,,12.65625,,0,432,448,0.21428571,0.03794643
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.92,,,,,13.915757,4.46,0.337268,593,641,0.18720749,0.03900156
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.65,,,,,13.581731,5.65,0.25641,390,416,0.17788462,0.03125
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",16.74,16.74,actions:offsite_conversion.fb_pixel_purchase,1,3.549582,11.616933,2.0925,0.53681,1304,1441,0.21582235,0.04580153
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",20.07,,,,,12.442653,3.345,0.41841,1434,1613,0.21202728,0.05021699
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",4.9,,,,,13.243243,,0,345,370,0.15675676,0.04324324
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",7.63,,,,,11.286982,3.815,0.30581,654,676,0.20118343,0.06360947
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",11.23,11.23,actions:offsite_conversion.fb_pixel_purchase,1,7.555654,11.589267,2.8075,0.446429,896,969,0.19401445,0.0495356
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",3.04,,,,,14.074074,,0,209,216,0.1712963,0.0462963
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.85,,,,,12.553648,1.4625,0.714286,420,466,0.19098712,0.05364807
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",10.43,,,,,14.836415,5.215,0.312012,641,703,0.17354196,0.04978663
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.47,,,,,13.640898,2.735,0.530504,377,401,0.16957606,0.03990025
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",4.82,,,,,15.0625,,0,305,320,0.20625,0.046875
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-07,"7-day click",0,,,,,0,,0,1,1,,
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-07,"7-day click",0,,,,,0,,0,3,3,,
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-07,"7-day click or 1-day view",0,,,,,0,,0,2,2,,
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-09,"7-day click or 1-day view",0,,,,,0,,0,3,3,0.66666667,
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-09,"7-day click or 1-day view",0.01,,,,,3.333333,,0,3,3,,
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-09,"7-day click or 1-day view",0,,,,,0,,0,3,3,,
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-09,"7-day click or 1-day view",0,,,,,0,,0,1,1,,
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-09,"7-day click or 1-day view",0.02,,,,,4,,0,5,5,,
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-09,"7-day click or 1-day view",0.05,,,,,3.846154,0.05,7.692308,13,13,0.38461538,
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-10,"7-day click or 1-day view",0,,,,,0,,0,1,1,,
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-10,"7-day click or 1-day view",0,,,,,0,,0,1,1,,
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-10,"7-day click or 1-day view",0.02,,,,,10,,0,2,2,0.5,0.5
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-10,"7-day click or 1-day view",0.08,,,,,20,,0,4,4,,
2019-12-30,2023-01-30,"LP6(Cyber Monday) | Cyber Monday | balnket hoodie ad style - Copy",2022-12-10,"7-day click or 1-day view",0.03,,,,,6,,0,5,5,0.2,
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-10,"7-day click or 1-day view",0.14,,,,,11.666667,0.14,8.333333,12,12,0.41666667,
2019-12-30,2023-01-30,"LP1 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-12,"7-day click or 1-day view",27.4,,,,,10.118168,2.107692,0.552017,2355,2708,,
2019-12-30,2023-01-30,"LP1 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-12,"7-day click or 1-day view",2.71,,,,,8.575949,,0,271,316,,
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",7.35,3.675,actions:offsite_conversion.fb_pixel_purchase,2,6.646259,12.564103,1.8375,0.728597,549,585,0.20683761,0.04786325
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.05,,,,,11.27451,2.0125,0.4329,693,714,0.20028011,0.04061625
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.8,,,,,14.945055,1.36,0.980392,408,455,0.21538462,0.07032967
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.75,,,,,12.982196,1.75,0.665557,601,674,0.16765579,0.04599407
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",21.28,,,,,16.677116,3.04,0.570033,1228,1276,0.22962382,0.06583072
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.05,,,,,14.792176,6.05,0.255754,391,409,0.19070905,0.04400978
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",9.23,,,,,14.332298,2.3075,0.699301,572,644,0.17080745,0.04658385
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.4,,,,,13.907285,4.2,0.342466,584,604,0.24834437,0.07615894
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.9,,,,,13.185185,4.45,0.322581,620,675,0.19555556,0.04888889
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.43,,,,,10.991453,3.215,0.36036,555,585,0.17435897,0.04273504
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",10.42,,,,,14.100135,,0,675,739,0.1623816,0.0338295
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",4.97,,,,,14.159544,,0,335,351,0.20512821,0.03133903
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",10.98,,,,,14.738255,,0,688,745,0.19463087,0.05100671
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.96,,,,,13.042213,1.493333,0.900901,666,687,0.23289665,0.0727802
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",9.03,,,,,15.279188,3.01,0.5386,557,591,0.16920474,0.04568528
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.82,,,,,16.27685,1.705,1.005025,398,419,0.17422434,0.05966587
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",4.12,,,,,14.820144,,0,266,278,0.15827338,0.0323741
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",9.1,,,,,12.656467,4.55,0.305344,655,719,0.17802503,0.03477051
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",8.23,,,,,13.739566,2.0575,0.731261,547,599,0.18530885,0.05676127
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",3.97,,,,,16.138211,,0,243,246,0.17886179,0.0203252
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",2.79,,,,,12.681818,,0,211,220,0.15454545,0.04090909
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.65,,,,,14.089776,5.65,0.263158,380,401,0.20947631,0.05985037
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",13.74,,,,,13.110687,4.58,0.322928,929,1048,0.21851145,0.05534351
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",13.98,6.99,actions:offsite_conversion.fb_pixel_purchase,2,5.572961,13.102156,2.33,0.518672,964,1067,0.19868791,0.0656045
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",11.09,,,,,11.810437,3.696667,0.352113,852,939,0.2257721,0.05111821
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",7.74,,,,,12.667758,2.58,0.509338,589,611,0.19639935,0.04909984
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",13.23,,,,,12.364486,6.615,0.199203,1004,1070,0.19158879,0.05140187
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.67,,,,,14.221748,6.67,0.222222,450,469,0.19829424,0.06183369
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",4.58,,,,,14.267913,2.29,0.632911,316,321,0.20560748,0.06542056
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.99,,,,,12.992565,3.495,0.412371,485,538,0.1802974,0.05390335
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.45,,,,,14.456233,5.45,0.280112,357,377,0.19363395,0.0530504
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",4.02,,,,,13.267327,,0,292,303,0.15511551,0.03960396
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",4.35,,,,,12.645349,,0,330,344,0.19767442,0.03488372
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.05,,,,,12.882653,,0,366,392,0.18367347,0.05102041
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.44,,,,,12.150943,1.288,1.039501,481,530,0.18113208,0.05283019
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",9.99,9.99,actions:offsite_conversion.fb_pixel_purchase,1,3.7998,13.093054,1.427143,1.014493,690,763,0.19790301,0.05373526
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.72,,,,,13.548387,6.72,0.212766,470,496,0.14919355,0.03024194
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",3.11,,,,,11.64794,,0,258,267,0.15730337,0.05243446
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",6.02,,,,,15.05,,0,386,400,0.1825,0.0425
2019-12-30,2023-01-30,"B2G1(Color) | BL46 CARLOS | Christmas | BL46_v3_1 early christmas sale",2022-12-12,"7-day click or 1-day view",5.55,,,,,13.028169,5.55,0.247525,404,426,0.157277,0.03286385
2019-12-30,2023-01-30,"LP6 | Cyber Monday | balnket hoodie ad style - Copy",2022-12-13,"7-day click or 1-day view",0.35,,,,,7.608696,,0,41,46,0.10869565,
2019-12-30,2023-01-30,LP6-BFCM-2,2022-12-13,"7-day click or 1-day view",75.82,,,,,8.272777,0.508859,1.748006,8524,9165,0.42313148,0.03633388
2019-12-30,2023-01-30,"LP6 | Carlos_11_4_22 - CM | BL26_time to be alive - sale - Copy",2022-12-13,"7-day click or 1-day view",4.58,,,,,11.280788,4.58,0.255754,391,406,0.20935961,0.04433498
2019-12-30,2023-01-30,"LP6 | Cyber Monday | find out sale",2022-12-13,"7-day click or 1-day view",101.99,33.996666666667,actions:offsite_conversion.fb_pixel_purchase,3,1.253162,8.506965,2.914,0.297203,11440,11989,0.18717157,0.01593127
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",59.63,,,,,16.684387,2.839524,0.768386,2733,3574,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",31.87,,,,,14.632691,1.448636,1.19891,1835,2178,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",158.77,39.6925,actions:offsite_conversion.fb_pixel_purchase,4,0.830636,10.085117,2.940185,0.436717,12136,15743,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",1.48,,,,,15.257732,,0,89,97,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",4.17,,,,,11.519337,,0,298,362,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",55.09,18.363333333333,actions:offsite_conversion.fb_pixel_purchase,3,4.4391,12.424447,3.240588,0.449564,3559,4434,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",16.48,16.48,actions:offsite_conversion.fb_pixel_purchase,1,2.42415,14.342907,5.493333,0.320856,935,1149,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",183.85,30.641666666667,actions:offsite_conversion.fb_pixel_purchase,6,1.724123,14.265208,2.419079,0.791175,8974,12888,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",47.08,47.08,actions:offsite_conversion.fb_pixel_purchase,1,0.912065,14.59845,1.426667,1.236882,2668,3225,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",68.36,,,,,10.881885,3.597895,0.40529,4688,6282,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",122.28,24.456,actions:offsite_conversion.fb_pixel_purchase,5,2.598217,10.018845,2.223273,0.589413,8992,12205,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",26.38,6.595,actions:offsite_conversion.fb_pixel_purchase,4,4.996588,12.196024,8.793333,0.188679,1590,2163,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",176.43,44.1075,actions:offsite_conversion.fb_pixel_purchase,4,1.273423,10.875301,2.633284,0.502713,12532,16223,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",16.03,8.015,actions:offsite_conversion.fb_pixel_purchase,2,4.483468,12.592302,2.671667,0.547945,1095,1273,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",24.21,,,,,18.327025,6.0525,0.384246,1041,1321,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",14.05,,,,,13.707317,1.561111,1.067616,843,1025,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | LOOKING FOR A PERFECT GIFT XMAS 1080x1080 (2)",2022-12-14,"7-day click or 1-day view",4.56,,,,,10.27027,2.28,0.609756,328,444,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",92.57,,,,,15.921913,2.571389,0.803305,4357,5814,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | THE PERFECT GIFT XMAS 1080x1080",2022-12-14,"7-day click or 1-day view",41.09,41.09,actions:offsite_conversion.fb_pixel_purchase,1,0.972256,14.287204,2.417059,0.77484,2194,2876,,
2019-12-30,2023-01-30,"LP6 | CHRISTMAS STATIC ADS ALL DIMENSIONS 12-6 - TA | CHRISTAST SALE V2 XMAS 1080x1080 (4)",2022-12-14,"7-day click or 1-day view",16.56,16.56,actions:offsite_conversion.fb_pixel_purchase,1,2.711353,17.037037,2.76,0.726392,826,972,,
